PROPERTYID,PRICE,AREA,ROOMNUMBER,BATHNUMBER,STATUS,STUDIO,PENTHOUSE,DUPLEX,SWIMMINGPOOL,ELEVATOR,DISTRICTNAME
04837,304569,97,3,2,Second hand / Good state,0,0,0,0,1,Tetuán
04838,228771,99,3,2,Second hand / Good state,0,0,0,0,0,San Blas
04839,186495,60,3,1,Second hand / Good state,0,0,0,0,0,Carabanchel
04840,865311,110,3,1,Second hand / Good state,0,0,0,0,1,Salamanca
04841,444730,75,2,2,Second hand / Good state,0,0,0,0,1,Chamberí
04842,122514,42,1,1,Second hand / Good state,0,0,0,0,1,Hortaleza
04843,405158,60,2,1,Second hand / Good state,0,0,0,0,1,Salamanca
04844,473845,126,3,2,Second hand / Good state,0,0,0,1,1,Fuencarral
04845,2181285,319,7,4,Second hand / Needs reform,0,0,0,0,1,Salamanca
04846,1255462,348,4,2,Second hand / Good state,0,0,0,0,1,Centro
04847,182866,108,3,2,Second hand / Good state,0,0,0,0,0,Carabanchel
04848,279263,85,2,1,Second hand / Good state,0,0,0,0,0,Chamartín
04849,939817,335,4,4,Second hand / Good state,0,0,0,1,1,Ciudad Lineal
04850,550956,152,4,3,Second hand / Needs reform,0,0,1,0,1,Chamartín
04851,310748,116,4,3,Second hand / Needs reform,0,0,0,0,1,San Blas
04852,423616,101,3,1,Second hand / Good state,0,0,0,0,1,Chamartín
04853,1012998,165,3,2,Second hand / Good state,0,0,0,0,1,Chamartín
04854,727649,154,3,2,Second hand / Needs reform,0,0,0,0,1,Chamartín
04855,135499,34,1,1,Second hand / Good state,0,0,0,0,0,Centro
04856,412145,66,1,1,Second hand / Good state,0,0,0,0,1,Tetuán
04857,1651363,280,4,4,Second hand / Needs reform,0,1,0,1,1,Chamartín
04858,174916,46,1,1,Second hand / Good state,0,0,0,0,0,Tetuán
04859,206189,137,3,2,Second hand / Good state,0,1,1,0,0,Villaverde
04860,210814,48,0,1,Second hand / Good state,1,0,0,0,1,Arganzuela
04861,298764,48,1,1,Second hand / Good state,0,0,0,1,1,Ciudad Lineal
04862,1580327,199,4,3,Second hand / Good state,0,0,0,0,1,Chamartín
04863,932034,211,5,3,Second hand / Good state,0,0,0,1,1,Fuencarral
04864,160514,59,2,1,Second hand / Good state,0,0,0,0,0,Ciudad Lineal
04865,228769,100,3,2,Second hand / Unknown,0,0,0,0,1,Hortaleza
04866,143104,74,3,1,Second hand / Good state,0,0,0,0,0,Usera
04867,215969,81,2,2,Second hand / Good state,0,0,0,1,1,Villa de Vallecas
04868,310971,120,2,2,Second hand / Good state,0,0,0,1,1,San Blas
04869,64369,77,2,2,Second hand / Needs reform,0,0,0,0,0,Puente de Vallecas
04870,134389,73,3,1,Second hand / Needs reform,0,0,1,0,1,San Blas
04871,457519,85,2,2,Second hand / Good state,0,0,0,1,1,Hortaleza
04872,703361,181,4,3,Second hand / Good state,0,0,0,1,1,Hortaleza
04873,1978190,343,4,3,Second hand / Needs reform,0,0,0,1,1,Chamartín
04874,141301,110,4,1,Second hand / Good state,0,0,0,0,1,Villaverde
04875,1403411,166,5,4,Second hand / Needs reform,0,0,0,0,1,Salamanca
04876,128360,53,2,1,Second hand / Needs reform,0,0,0,0,0,Ciudad Lineal
04877,150727,73,3,1,Second hand / Good state,0,0,0,0,0,Fuencarral
04878,139181,76,3,1,Second hand / Good state,0,0,0,0,0,Carabanchel
04879,1339809,266,5,2,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
04880,565684,100,2,2,Second hand / Good state,0,0,0,1,1,Arganzuela
04881,377342,75,0,1,Second hand / Good state,1,0,0,0,1,Centro
04882,977417,190,4,3,Second hand / Good state,0,0,0,0,1,Tetuán
04883,195512,64,1,1,New development,0,0,0,0,1,Carabanchel
04884,606135,120,2,1,Second hand / Good state,0,1,1,0,1,Moncloa
04885,90635,69,2,1,Second hand / Needs reform,0,0,0,0,0,Carabanchel
04886,625072,127,4,2,Second hand / Good state,0,0,0,0,1,Retiro
04887,655838,170,3,2,Second hand / Good state,0,0,1,0,0,Moncloa
04888,282665,82,3,1,Second hand / Unknown,0,0,0,0,0,Ciudad Lineal
04889,864175,160,3,2,Second hand / Good state,0,0,0,0,1,Chamberí
04890,845431,187,4,2,Second hand / Needs reform,0,0,0,0,1,Chamberí
04891,121558,64,3,1,Second hand / Needs reform,0,0,0,0,0,Hortaleza
04892,819311,146,3,3,Second hand / Good state,0,0,0,1,1,Moncloa
04893,648831,119,3,2,Second hand / Good state,0,1,0,1,1,Hortaleza
04894,142006,49,2,1,Second hand / Good state,0,0,0,0,0,Villa de Vallecas
04895,317021,48,1,1,Second hand / Good state,0,0,0,0,1,Salamanca
04896,142924,94,3,2,Second hand / Unknown,0,0,0,0,1,Villaverde
04897,197103,96,3,1,Second hand / Good state,0,0,0,0,0,Usera
04898,991277,158,4,4,Second hand / Needs reform,0,0,0,1,1,Moncloa
04899,226038,87,2,2,Second hand / Good state,0,0,0,1,1,Carabanchel
04900,369313,77,3,2,Second hand / Good state,0,0,0,0,1,Chamartín
04901,270505,53,2,1,Second hand / Needs reform,0,0,0,0,1,Salamanca
04902,389661,91,1,1,Second hand / Good state,0,1,0,0,1,Salamanca
04903,580283,155,3,2,Second hand / Good state,0,0,0,0,1,Tetuán
04904,526007,160,4,4,Second hand / Needs reform,0,0,0,0,1,Centro
04905,532392,114,3,2,Second hand / Good state,0,0,0,0,0,Chamartín
04906,200592,41,0,1,Second hand / Good state,1,0,0,1,1,Tetuán
04907,880148,124,1,2,Second hand / Good state,0,1,0,0,1,Centro
04908,342062,57,2,1,Second hand / Unknown,0,0,0,0,1,Salamanca
04909,6428183,1024,3,2,Second hand / Good state,0,0,0,0,0,Moncloa
04910,2269245,305,4,4,Second hand / Good state,0,0,0,0,1,Chamberí
04911,1971223,295,3,4,Second hand / Good state,0,0,0,1,1,Chamartín
04912,111165,52,2,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
04913,238404,37,2,1,Second hand / Good state,0,0,0,0,1,Centro
04914,94117,76,3,1,Second hand / Good state,0,0,0,0,0,Villa de Vallecas
04915,615775,161,4,3,Second hand / Needs reform,0,0,0,0,1,Centro
04916,157878,41,1,1,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
04917,171068,68,3,1,Second hand / Needs reform,0,0,0,0,1,Carabanchel
04918,523343,104,1,1,Second hand / Good state,0,0,0,0,1,Centro
04919,110487,59,3,1,Second hand / Good state,0,0,0,0,0,Latina
04920,106394,93,3,1,Second hand / Good state,0,0,0,0,0,Villaverde
04921,537396,124,4,2,Second hand / Needs reform,0,0,0,0,1,Retiro
04922,174715,172,3,1,Second hand / Good state,0,0,0,0,0,Latina
04923,145379,62,3,1,Second hand / Needs reform,0,0,0,0,0,Fuencarral
04924,126895,71,3,1,Second hand / Good state,0,0,0,0,0,Villaverde
04925,283223,68,3,1,Second hand / Good state,0,0,0,0,1,Salamanca
04926,147870,85,3,1,Second hand / Good state,0,0,0,0,1,Carabanchel
04927,1624843,182,3,4,Second hand / Good state,0,0,0,0,1,Salamanca
04928,2022569,191,3,4,Second hand / Good state,0,0,0,0,1,Salamanca
04929,177169,78,3,1,Second hand / Needs reform,0,0,0,0,1,Latina
04930,167738,87,3,1,Second hand / Good state,0,0,0,0,1,Carabanchel
04931,679635,125,3,2,Second hand / Good state,0,0,0,1,1,Arganzuela
04932,270108,88,2,2,Second hand / Good state,0,0,0,1,1,San Blas
04933,526982,84,2,1,Second hand / Good state,0,0,0,0,1,Moncloa
04934,186637,40,1,1,Second hand / Good state,0,0,0,0,1,Arganzuela
04935,57563,50,2,1,Second hand / Needs reform,0,0,0,0,0,Puente de Vallecas
04936,107203,52,0,1,Second hand / Good state,1,0,0,0,0,Latina
04937,561359,118,1,1,Second hand / Good state,0,0,0,0,0,Centro
04938,80607,59,2,1,Second hand / Unknown,0,0,0,0,0,Puente de Vallecas
04939,310083,101,3,2,Second hand / Good state,0,0,0,0,0,Tetuán
04940,1085387,199,5,2,Second hand / Good state,0,0,0,0,1,Chamberí
04941,728401,120,3,3,Second hand / Needs reform,0,0,0,0,1,Chamartín
04942,253651,52,3,1,Second hand / Needs reform,0,0,0,0,1,Salamanca
04943,712630,96,3,1,Second hand / Good state,0,0,0,0,1,Salamanca
04944,2403650,340,5,5,Second hand / Good state,0,1,1,0,1,Chamartín
04945,549760,128,3,2,Second hand / Good state,0,0,0,0,1,Tetuán
04946,364169,72,2,2,Second hand / Good state,0,0,0,1,1,Ciudad Lineal
04947,645729,196,5,3,Second hand / Good state,0,0,0,1,1,Moncloa
04948,289791,65,2,2,Second hand / Good state,0,0,0,0,1,Retiro
04949,244758,106,3,1,Second hand / Unknown,0,0,0,0,0,Ciudad Lineal
04950,285141,54,1,1,Second hand / Good state,0,0,1,0,1,Chamartín
04951,507854,111,3,1,Second hand / Good state,0,0,0,0,1,Salamanca
04952,1348535,205,2,3,Second hand / Good state,0,0,0,0,1,Centro
04953,474279,81,1,1,Second hand / Good state,0,0,0,0,1,Centro
04954,789568,159,4,3,Second hand / Good state,0,0,0,1,1,Hortaleza
04955,144051,79,2,1,Second hand / Good state,0,0,0,0,1,Carabanchel
04956,289163,58,2,2,Second hand / Good state,0,0,0,0,1,Chamberí
04957,460892,125,3,2,Second hand / Good state,0,0,0,0,1,Retiro
04958,99950,59,2,1,Second hand / Good state,0,0,0,0,0,Villaverde
04959,283090,51,2,1,Second hand / Good state,0,0,0,0,0,Centro
04960,291023,83,2,2,Second hand / Needs reform,0,0,0,0,1,Chamberí
04961,397751,71,2,1,Second hand / Good state,0,0,0,0,1,Chamartín
04962,98584,54,2,1,Second hand / Good state,0,0,0,0,1,Puente de Vallecas
04963,104364,55,2,1,Second hand / Good state,0,0,0,0,0,Villa de Vallecas
04964,353955,160,4,3,Second hand / Needs reform,0,0,0,0,1,Latina
04965,853874,79,2,1,Second hand / Good state,0,0,0,0,1,Salamanca
04966,196200,74,1,1,New development,0,0,0,0,1,Tetuán
04967,134997,47,2,1,Second hand / Good state,0,0,0,0,0,Hortaleza
04968,170498,40,1,1,Second hand / Needs reform,0,0,0,0,0,Chamartín
04969,395444,75,2,2,Second hand / Good state,0,0,0,0,1,Chamberí
04970,120964,57,2,1,Second hand / Good state,0,0,0,0,0,Carabanchel
04971,248228,88,1,2,Second hand / Good state,0,0,1,0,1,San Blas
04972,708162,222,4,3,Second hand / Needs reform,0,1,0,0,1,Salamanca
04973,133159,70,3,1,Second hand / Needs reform,0,0,0,0,0,Usera
04974,288628,64,2,1,Second hand / Unknown,0,0,0,0,0,Moncloa
04975,199678,50,2,1,Second hand / Good state,0,0,0,0,0,Hortaleza
04976,243683,78,3,1,Second hand / Needs reform,0,0,0,0,1,Moncloa
04977,1172112,293,6,4,Second hand / Good state,0,0,0,0,1,Chamberí
04978,1846109,390,3,2,Second hand / Unknown,0,0,0,0,0,Tetuán
04979,147360,71,3,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
04980,148361,60,3,1,Second hand / Good state,0,0,0,0,0,Ciudad Lineal
04981,99917,49,1,1,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
04982,216274,36,2,1,Second hand / Needs reform,0,0,0,0,1,Centro
04983,125925,45,1,1,Second hand / Good state,0,0,0,0,1,San Blas
04984,143532,100,3,2,Second hand / Good state,0,0,0,0,1,Usera
04985,354089,58,2,1,Second hand / Good state,0,0,0,0,0,Centro
04986,330719,92,2,1,Second hand / Good state,0,0,0,0,1,Chamartín
04987,92564,51,1,1,Second hand / Good state,0,0,0,0,0,Carabanchel
04988,191794,106,4,2,Second hand / Good state,0,0,0,0,1,Latina
04989,76846,59,2,1,Second hand / Needs reform,0,0,0,0,0,Puente de Vallecas
04990,682709,95,2,2,Second hand / Unknown,0,1,0,0,1,Arganzuela
04991,301150,99,3,1,Second hand / Needs reform,0,0,0,0,1,Hortaleza
04992,754109,235,4,2,Second hand / Good state,0,0,0,0,1,Tetuán
04993,362087,70,1,1,Second hand / Good state,0,0,0,0,1,Retiro
04994,1239741,217,4,3,Second hand / Good state,0,0,0,0,1,Salamanca
04995,133593,69,3,1,Second hand / Good state,0,0,0,0,1,Puente de Vallecas
04996,656226,138,3,3,Second hand / Needs reform,0,0,0,0,1,Salamanca
04997,620537,120,3,2,Second hand / Good state,0,0,0,0,1,Centro
04998,650784,117,2,2,Second hand / Good state,0,0,0,0,0,Centro
04999,357419,73,2,1,Second hand / Good state,0,0,0,0,1,Chamartín
05000,183175,114,3,2,Second hand / Good state,0,0,0,0,1,Puente de Vallecas
05001,489485,121,4,2,Second hand / Good state,0,0,0,1,1,Fuencarral
05002,1098823,217,5,5,Second hand / Good state,0,1,1,1,1,Ciudad Lineal
05003,82093,65,0,2,Second hand / Needs reform,1,0,0,0,0,San Blas
05004,1234609,333,5,4,Second hand / Good state,0,0,0,1,1,Ciudad Lineal
05005,1413258,158,2,3,Second hand / Good state,0,0,0,0,1,Centro
05006,402440,61,1,1,Second hand / Good state,0,0,0,0,1,Salamanca
05007,85229,52,2,1,Second hand / Unknown,0,0,0,0,0,San Blas
05008,171823,74,1,2,Second hand / Good state,0,0,0,0,1,Latina
05009,135200,56,2,2,Second hand / Good state,0,0,0,0,0,Moncloa
05010,139827,54,1,1,Second hand / Good state,0,0,0,0,0,Tetuán
05011,255126,136,3,2,Second hand / Needs reform,0,1,0,0,1,Vicálvaro
05012,127304,53,2,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
05013,235261,100,3,2,Second hand / Good state,0,0,0,0,1,Moratalaz
05014,334967,106,4,1,Second hand / Needs reform,0,0,0,0,1,Latina
05015,103996,66,3,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
05016,120198,81,2,1,Second hand / Good state,0,0,0,0,1,Puente de Vallecas
05017,263404,129,3,2,Second hand / Good state,0,0,0,0,0,Carabanchel
05018,552260,144,3,2,Second hand / Good state,0,0,0,0,1,Chamartín
05019,303867,71,1,1,Second hand / Good state,0,0,0,1,1,Hortaleza
05020,455074,124,3,2,Second hand / Good state,0,0,1,1,1,Arganzuela
05021,86380,69,3,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
05022,1651221,281,4,2,Second hand / Good state,0,1,1,1,1,Arganzuela
05023,479250,96,3,2,Second hand / Good state,0,1,0,1,1,Barajas
05024,94297,55,2,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
05025,200595,71,2,1,Second hand / Good state,0,0,0,0,0,San Blas
05026,254379,49,1,1,Second hand / Unknown,0,0,0,1,1,San Blas
05027,97682,64,3,1,Second hand / Unknown,0,0,0,0,0,Latina
05028,358686,67,3,1,Second hand / Good state,0,0,0,0,1,Arganzuela
05029,339772,85,2,1,Second hand / Good state,0,0,0,0,0,Centro
05030,843687,141,5,3,Second hand / Needs reform,0,0,0,0,1,Chamberí
05031,161120,49,1,1,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
05032,249041,73,3,1,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
05033,133480,46,1,1,Second hand / Good state,0,0,0,0,0,Fuencarral
05034,281323,63,1,1,Second hand / Good state,0,0,0,0,1,Centro
05035,365470,107,3,2,Second hand / Good state,0,0,0,0,0,Ciudad Lineal
05036,482368,120,2,2,Second hand / Unknown,0,0,0,1,1,Fuencarral
05037,218025,94,3,2,Second hand / Needs reform,0,0,0,0,1,Moratalaz
05038,153369,34,1,1,Second hand / Good state,0,0,0,0,1,Centro
05039,127738,70,2,1,Second hand / Good state,0,0,0,0,1,Puente de Vallecas
05040,303566,95,2,1,Second hand / Needs reform,0,0,0,0,1,Tetuán
05041,260343,50,2,1,Second hand / Good state,0,0,0,0,0,Moncloa
05042,157125,92,3,2,Second hand / Needs reform,0,0,0,0,1,Usera
05043,196966,89,3,1,Second hand / Good state,0,0,0,0,1,Latina
05044,1769825,202,5,3,Second hand / Good state,0,0,0,0,1,Salamanca
05045,378477,109,2,2,Second hand / Good state,0,0,0,0,0,Moncloa
05046,547099,124,3,2,Second hand / Good state,0,0,0,0,1,Salamanca
05047,661588,141,4,2,Second hand / Good state,0,0,0,1,1,Retiro
05048,1054563,158,4,3,Second hand / Good state,0,0,0,1,1,Hortaleza
05049,521695,126,2,2,Second hand / Good state,0,0,0,0,0,Salamanca
05050,218745,76,2,1,Second hand / Good state,0,0,0,0,1,Carabanchel
05051,672596,133,4,3,Second hand / Good state,0,0,0,0,1,Chamartín
05052,377305,65,2,1,Second hand / Needs reform,0,0,0,0,1,Salamanca
05053,93167,59,3,1,Second hand / Needs reform,0,0,0,0,0,Puente de Vallecas
05054,1281393,244,3,2,Second hand / Good state,0,0,0,0,1,Moncloa
05055,400990,50,1,1,Second hand / Good state,0,0,0,0,1,Retiro
05056,546520,132,4,3,Second hand / Good state,0,0,0,0,1,Salamanca
05057,299385,49,2,1,Second hand / Good state,0,0,0,0,1,Centro
05058,1269245,252,3,2,Second hand / Good state,0,0,0,1,1,Ciudad Lineal
05059,160468,62,3,1,Second hand / Good state,0,0,0,0,0,Carabanchel
05060,198019,51,2,1,Second hand / Good state,0,1,0,0,1,Tetuán
05061,384083,69,1,1,Second hand / Good state,0,0,0,0,1,Tetuán
05062,753181,120,2,2,Second hand / Good state,0,0,0,0,1,Salamanca
05063,354136,76,2,1,Second hand / Good state,0,0,0,0,1,Chamartín
05064,372145,115,4,2,Second hand / Good state,0,0,0,1,1,Latina
05065,173992,40,2,1,Second hand / Good state,0,0,0,0,0,Arganzuela
05066,261814,76,1,1,Second hand / Good state,0,0,0,0,1,Hortaleza
05067,777091,218,3,2,Second hand / Good state,0,0,0,0,1,Chamberí
05068,594320,133,3,2,Second hand / Good state,0,0,0,1,1,Hortaleza
05069,439313,156,5,2,Second hand / Needs reform,0,0,0,0,1,Fuencarral
05070,1439105,181,3,3,Second hand / Good state,0,1,0,0,1,Centro
05071,179831,56,2,1,Second hand / Good state,0,0,0,0,0,Ciudad Lineal
05072,897465,163,2,2,Second hand / Good state,0,1,0,0,1,Centro
05073,606198,148,5,2,Second hand / Needs reform,0,0,0,0,1,Chamberí
05074,475943,104,2,1,Second hand / Good state,0,0,0,0,1,Centro
05075,167507,112,3,2,New development,0,0,0,1,1,Villaverde
05076,289489,103,3,1,Second hand / Needs reform,0,0,0,0,0,Centro
05077,65295,68,2,1,Second hand / Needs reform,0,0,0,0,0,Villaverde
05078,249761,94,3,2,Second hand / Good state,0,1,0,0,1,Puente de Vallecas
05079,186613,36,0,1,Second hand / Good state,1,0,0,0,1,Salamanca
05080,289267,152,5,2,Second hand / Good state,0,0,0,0,1,Usera
05081,286864,81,3,1,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
05082,167094,58,3,1,Second hand / Good state,0,0,0,0,1,Hortaleza
05083,189795,80,3,1,Second hand / Good state,0,0,0,0,1,Latina
05084,128270,49,2,1,Second hand / Needs reform,0,0,0,0,1,Moratalaz
05085,130051,73,3,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
05086,151943,77,3,1,Second hand / Needs reform,0,0,0,0,0,Arganzuela
05087,154581,106,3,1,Second hand / Good state,0,0,0,0,1,Puente de Vallecas
05088,156705,60,1,1,Second hand / Good state,0,0,0,0,1,Usera
05089,224385,42,1,1,Second hand / Good state,0,0,0,0,0,Chamberí
05090,159719,70,2,1,Second hand / Needs reform,0,0,0,0,1,Carabanchel
05091,676806,138,3,2,New development,0,0,0,1,1,Fuencarral
05092,113496,70,2,1,Second hand / Good state,0,0,0,0,1,Carabanchel
05093,137586,56,3,1,Second hand / Good state,0,0,0,0,0,Hortaleza
05094,1003042,148,4,3,Second hand / Needs reform,0,0,0,0,1,Chamartín
05095,168555,30,1,1,Second hand / Good state,0,0,0,0,0,Chamartín
05096,561647,108,3,2,Second hand / Good state,0,0,0,0,0,Centro
05097,126356,65,3,1,Second hand / Unknown,0,0,0,0,0,Puente de Vallecas
05098,241707,76,3,1,Second hand / Needs reform,0,0,0,0,1,Tetuán
05099,609093,102,3,2,Second hand / Good state,0,0,0,0,1,Salamanca
05100,126880,72,3,1,Second hand / Needs reform,0,0,0,0,0,Hortaleza
05101,692787,173,5,2,Second hand / Good state,0,0,0,0,1,Salamanca
05102,561189,95,2,1,Second hand / Good state,0,0,0,0,1,Salamanca
05103,444746,61,1,1,Second hand / Good state,0,0,0,0,1,Retiro
05104,172818,32,1,1,Second hand / Good state,0,0,0,0,0,Centro
05105,203242,64,3,1,Second hand / Good state,0,0,0,0,0,Ciudad Lineal
05106,396343,96,3,2,Second hand / Good state,0,0,0,0,1,Latina
05107,423854,78,2,2,Second hand / Good state,0,1,0,0,0,Centro
05108,657047,132,3,2,Second hand / Good state,0,0,0,0,1,Centro
05109,190739,47,1,1,Second hand / Good state,0,0,0,0,0,Centro
05110,267577,56,1,1,Second hand / Good state,0,0,0,1,1,Chamartín
05111,983469,191,3,3,Second hand / Needs reform,0,0,0,0,1,Chamartín
05112,142227,88,3,1,Second hand / Good state,0,0,0,0,1,Villaverde
05113,436080,83,2,2,Second hand / Good state,0,0,0,1,1,Retiro
05114,265922,90,3,2,Second hand / Good state,0,0,0,0,1,Moratalaz
05115,437705,90,4,1,Second hand / Needs reform,0,0,0,0,1,Chamberí
05116,128867,86,3,1,Second hand / Needs reform,0,0,0,0,1,Usera
05117,622031,124,2,2,Second hand / Good state,0,1,1,0,1,Salamanca
05118,156639,55,2,1,Second hand / Good state,0,0,0,0,0,Ciudad Lineal
05119,410268,71,2,1,Second hand / Good state,0,0,0,0,1,Chamberí
05120,122067,71,1,1,Second hand / Good state,0,1,0,0,1,Carabanchel
05121,148221,55,2,1,Second hand / Good state,0,0,0,0,0,Latina
05122,168793,51,1,1,Second hand / Good state,0,0,0,1,1,Carabanchel
05123,1446598,284,7,4,Second hand / Good state,0,0,0,0,1,Chamberí
05124,230139,87,3,1,Second hand / Good state,0,0,0,0,0,Carabanchel
05125,1329833,139,4,2,Second hand / Needs reform,0,0,0,0,1,Salamanca
05126,395157,74,2,2,Second hand / Good state,0,0,0,0,1,Centro
05127,182779,67,3,1,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
05128,93216,77,3,1,Second hand / Needs reform,0,0,0,0,0,Usera
05129,258333,55,1,1,Second hand / Good state,0,0,0,0,1,Salamanca
05130,435753,123,2,1,Second hand / Good state,0,0,0,1,1,Arganzuela
05131,213249,85,2,1,Second hand / Good state,0,0,0,0,1,Carabanchel
05132,909946,264,6,4,Second hand / Good state,0,1,0,0,1,Hortaleza
05133,389956,116,3,2,Second hand / Needs reform,0,0,0,0,1,Tetuán
05134,147200,94,3,1,Second hand / Good state,0,0,0,0,0,Latina
05135,154183,90,4,2,Second hand / Good state,0,0,1,0,0,Puente de Vallecas
05136,172771,44,1,1,Second hand / Good state,0,0,0,0,1,Villa de Vallecas
05137,292476,75,2,2,Second hand / Good state,0,0,0,1,1,Carabanchel
05138,422267,69,2,2,Second hand / Good state,0,0,0,0,1,Salamanca
05139,393445,85,2,1,Second hand / Good state,0,0,0,1,1,Arganzuela
05140,985401,272,4,3,Second hand / Good state,0,1,0,1,1,Moncloa
05141,133948,72,1,1,Second hand / Needs reform,0,0,0,0,0,Salamanca
05142,461235,105,4,1,Second hand / Good state,0,0,0,0,1,Chamartín
05143,235752,56,2,1,Second hand / Good state,0,0,0,0,1,Arganzuela
05144,191950,85,3,1,Second hand / Good state,0,0,0,0,0,Ciudad Lineal
05145,439550,86,2,2,Second hand / Good state,0,0,0,1,1,Hortaleza
05146,448716,103,2,2,Second hand / Good state,0,0,0,1,1,Hortaleza
05147,99965,58,3,1,Second hand / Good state,0,0,0,0,0,San Blas
05148,445703,90,2,2,Second hand / Good state,0,0,0,1,1,Arganzuela
05149,138968,53,2,1,Second hand / Good state,0,0,0,0,1,Moratalaz
05150,148878,69,3,1,Second hand / Good state,0,0,0,0,1,Puente de Vallecas
05151,629251,157,4,2,Second hand / Good state,0,0,0,0,1,Chamberí
05152,386925,100,3,2,Second hand / Good state,0,0,0,0,1,Centro
05153,170149,55,2,1,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
05154,428370,58,1,1,Second hand / Good state,0,0,0,0,1,Chamberí
05155,78810,19,0,1,Second hand / Needs reform,1,0,0,0,0,Arganzuela
05156,1063665,184,4,3,Second hand / Good state,0,0,0,0,1,Chamartín
05157,81115,50,3,1,Second hand / Needs reform,0,0,0,0,0,Villaverde
05158,825326,116,2,2,Second hand / Unknown,0,0,0,0,1,Salamanca
05159,389362,78,2,2,Second hand / Good state,0,1,0,0,1,Salamanca
05160,867521,198,4,3,Second hand / Good state,0,1,0,0,1,Chamberí
05161,278526,54,3,1,Second hand / Good state,0,0,0,0,1,Chamberí
05162,177211,75,3,2,Second hand / Needs reform,0,0,0,0,0,Fuencarral
05163,421522,94,2,2,Second hand / Good state,0,0,0,1,1,Hortaleza
05164,249773,111,3,2,Second hand / Good state,0,0,0,0,1,Villa de Vallecas
05165,86615,79,3,1,Second hand / Good state,0,0,0,0,0,Carabanchel
05166,146162,72,2,1,Second hand / Unknown,0,0,0,0,0,Vicálvaro
05167,222451,65,3,1,Second hand / Good state,0,0,0,0,0,Tetuán
05168,99677,72,2,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
05169,548315,215,6,4,Second hand / Needs reform,0,0,1,0,1,Usera
05170,187177,128,4,2,Second hand / Good state,0,0,0,0,1,Usera
05171,163462,71,3,1,Second hand / Good state,0,0,0,0,0,Usera
05172,372151,58,2,1,Second hand / Good state,0,0,0,0,1,Salamanca
05173,574731,128,3,2,Second hand / Good state,0,0,0,0,1,Tetuán
05174,137120,59,3,1,Second hand / Good state,0,0,0,0,0,Carabanchel
05175,324674,41,1,1,Second hand / Good state,0,0,0,0,1,Chamberí
05176,386148,102,4,2,Second hand / Unknown,0,0,0,0,1,Arganzuela
05177,187192,59,3,1,Second hand / Good state,0,0,0,0,0,Latina
05178,145038,73,1,1,Second hand / Unknown,0,0,0,0,1,Tetuán
05179,341188,85,2,1,Second hand / Good state,0,0,0,0,1,Arganzuela
05180,201220,80,3,2,Second hand / Good state,0,0,0,0,1,Latina
05181,473685,144,5,2,Second hand / Good state,0,0,0,0,1,Tetuán
05182,118466,64,2,1,Second hand / Good state,0,0,0,0,0,Villaverde
05183,154304,55,1,1,Second hand / Good state,0,0,0,0,0,Barajas
05184,296077,148,4,2,Second hand / Good state,0,0,0,0,1,Villa de Vallecas
05185,399390,167,4,3,Second hand / Good state,0,1,0,0,1,Ciudad Lineal
05186,2817245,254,3,3,Second hand / Good state,0,0,0,0,1,Chamberí
05187,1987790,224,4,3,Second hand / Needs reform,0,0,0,0,1,Chamartín
05188,310295,109,4,1,Second hand / Good state,0,0,0,0,0,Centro
05189,172608,74,2,2,Second hand / Good state,0,0,0,0,0,Latina
05190,568652,123,4,2,Second hand / Needs reform,0,0,0,0,1,Salamanca
05191,331204,90,2,1,Second hand / Needs reform,0,0,0,0,1,Ciudad Lineal
05192,1311576,320,5,3,Second hand / Needs reform,0,0,0,0,1,Moncloa
05193,814560,90,2,2,Second hand / Good state,0,0,0,0,1,Chamberí
05194,573616,124,4,3,Second hand / Needs reform,0,0,0,0,1,Chamberí
05195,912407,197,5,3,Second hand / Good state,0,0,0,1,1,Hortaleza
05196,511498,196,4,2,Second hand / Needs reform,0,0,0,0,1,Chamartín
05197,1716376,317,4,4,Second hand / Good state,0,0,0,0,1,Retiro
05198,120392,74,3,1,Second hand / Good state,0,0,0,0,0,Villaverde
05199,148753,75,3,1,Second hand / Good state,0,0,0,0,0,San Blas
05200,298521,40,1,1,Second hand / Good state,0,0,0,0,1,Chamberí
05201,224539,88,2,1,Second hand / Good state,0,0,0,1,1,Puente de Vallecas
05202,377959,85,2,1,Second hand / Good state,0,0,0,1,1,Ciudad Lineal
